Geneid	Chr	Start	End	Strand	Length	R5_Solid1_counts	T3_CS1_counts	350_Sco1_counts	T1_CS2_counts	T3_PS2_counts	T4_PS1_counts	T4_CS2_counts	T1_PS2_counts	T3_PS1_counts	T1_CS1_counts	T2_PS2_counts	350_Sco2_counts	T4_PS2_counts	T1_PS1_counts	T2_PS1_counts	T2_CS2_counts	CTT_Sco1_counts	T2_CS1_counts	T4_CS1_counts	CTT_Sco2_counts	T3_CS2_counts	R5_Solid2_counts
SCO4127	NC_003888.3	4540068	4541480	-	1413	1592.0	1520.0	579.5	728.0	2397.0	1218.5	766.5	441.0	2447.0	356.5	1190.5	647.5	1510.5	1644.5	1045.0	758.0	1190.5	567.0	1131.5	1056.5	1300.0	1809.5
SCO4128	NC_003888.3	4541496	4543034	-	1539	957.0	1515.0	251.0	598.0	2424.0	1232.5	748.0	398.0	2243.0	364.0	822.5	313.0	1538.0	1303.5	809.5	722.5	719.0	594.0	975.5	627.0	1107.0	1101.5
SCO4129	NC_003888.3	4543052	4544311	-	1260	1438.0	1706.5	583.5	783.0	2275.0	1218.5	760.0	551.0	2578.0	528.5	1284.0	545.5	1433.5	1941.5	1116.0	859.5	1282.0	725.0	1140.5	1210.5	1429.0	1571.0
SCO4130	NC_003888.3	4544373	4545170	-	798	1577.0	1806.0	257.0	1288.0	2497.5	1878.5	1023.0	626.5	2313.0	742.0	1375.0	303.5	1896.0	1359.0	1648.0	1279.0	626.5	1452.0	1585.5	508.5	1553.5	1708.5
SCO4131	NC_003888.3	4545341	4545646	-	306	2045.0	2809.0	584.0	798.0	3389.0	2141.0	1688.0	774.0	3702.0	766.0	1957.0	740.0	2625.0	1554.0	1944.0	1563.0	1162.0	1361.0	2404.0	1105.0	1575.0	1946.0
SCO4132	NC_003888.3	4546029	4547048	+	1020	1330.0	1943.0	1154.0	694.0	2217.0	1602.0	927.0	228.0	2500.0	545.0	1333.0	1024.0	1772.0	750.0	1129.0	1100.0	1249.0	1049.0	1620.0	1171.0	1146.0	1571.0
SCO4133	NC_003888.3	4547257	4547970	+	714	2027.0	354.0	407.0	573.0	457.0	449.0	260.0	267.0	452.0	247.0	271.0	342.0	465.0	496.0	445.0	216.0	521.0	341.0	379.0	501.0	298.0	2108.0
SCO4134	NC_003888.3	4547980	4549560	-	1581	456.0	809.0	171.0	167.0	1154.0	1142.0	506.0	175.0	1206.0	90.0	542.0	321.0	1381.0	509.0	685.0	148.0	508.0	118.0	1004.0	620.0	498.0	420.0
SCO4135	NC_003888.3	4550161	4551051	+	891	127.0	72.0	21.0	71.0	51.0	46.0	85.0	33.0	40.0	45.0	54.0	18.0	59.0	139.0	113.0	52.0	37.0	33.0	109.0	36.0	116.0	185.0
SCO4136	NC_003888.3	4551285	4551683	-	399	285.0	873.0	167.0	217.0	994.0	573.0	479.0	118.0	1175.0	84.0	637.0	169.0	649.0	276.0	571.0	306.0	133.0	342.0	589.0	126.0	696.0	414.0
SCO4137	NC_003888.3	4551891	4552508	+	618	546.0	601.0	200.0	395.0	892.0	638.0	408.5	204.0	887.5	280.5	372.0	207.0	676.0	444.5	404.0	260.5	251.0	265.5	622.5	212.5	299.5	705.0
SCO4138	NC_003888.3	4552519	4553514	+	996	506.0	332.0	273.0	362.0	538.0	464.0	448.5	241.0	458.5	203.5	632.0	221.0	488.0	415.5	538.0	229.5	189.0	216.5	598.5	211.5	248.5	720.0
SCO4139	NC_003888.3	4553640	4554413	-	774	3532.0	7.0	1.0	18.0	34.0	25.0	29.0	3.0	43.5	9.0	30.0	5.0	31.0	125.5	51.0	18.0	7.0	16.0	36.0	3.0	5.0	3271.0
SCO4140	NC_003888.3	4554470	4555531	-	1062	3218.5	25.5	10.5	10.0	24.0	36.5	31.0	3.0	43.0	6.5	60.0	3.0	27.5	71.0	69.0	9.0	4.0	20.0	39.5	16.5	49.0	3177.5
SCO4141	NC_003888.3	4555531	4556538	-	1008	2747.5	23.5	6.5	10.0	40.0	30.5	35.0	4.0	66.5	2.5	60.0	5.0	41.5	138.5	47.0	16.0	7.0	11.0	44.5	16.5	38.0	2726.5
SCO4142	NC_003888.3	4556710	4557819	-	1110	14538.0	54.0	19.0	17.0	93.0	90.0	144.0	7.0	100.0	13.0	130.0	15.0	69.0	66.0	143.0	45.0	19.0	45.0	106.0	22.0	44.0	14253.0
SCO4143	NC_003888.3	4558124	4558549	-	426	101.5	32.5	8.5	2.5	15.0	8.5	7.5	2.0	26.5	1.0	19.5	9.5	16.0	84.5	16.5	6.5	11.0	2.5	17.5	7.0	16.5	115.5
SCO4144	NC_003888.3	4558599	4559762	-	1164	181.5	82.5	11.5	22.5	56.0	38.5	54.5	9.0	75.5	15.0	36.5	14.5	41.0	228.5	35.5	16.5	10.0	3.5	118.5	20.0	123.5	221.5
SCO4145	NC_003888.3	4559968	4562289	-	2322	3399.0	335.0	135.0	314.0	385.0	224.0	243.0	172.0	404.0	214.0	337.0	152.0	244.0	654.0	284.0	144.0	260.0	142.0	476.0	254.0	313.0	3114.0
SCO4146	NC_003888.3	4563131	4563670	+	540	8.0	13.0	26.5	5.0	11.0	15.5	13.0	1.5	6.5	0.5	10.5	22.5	9.0	69.5	11.5	4.0	5.0	0.0	7.0	2.0	23.5	3.0
SCO4147	NC_003888.3	4563670	4564530	+	861	2.5	3.0	1.5	7.0	14.0	10.5	18.5	1.5	13.5	6.5	14.5	4.5	16.0	105.5	12.5	0.0	3.0	1.5	57.0	5.5	73.5	4.0
SCO4148	NC_003888.3	4564580	4565446	+	867	33.5	58.0	8.0	44.0	21.0	23.0	32.5	23.5	43.5	24.5	57.5	12.0	40.5	133.5	47.0	12.5	14.5	16.0	61.5	19.0	58.5	35.5
SCO4149	NC_003888.3	4565446	4566972	+	1527	30.5	54.0	10.0	75.5	52.5	61.5	59.0	15.5	40.5	18.5	103.0	13.0	50.0	158.0	72.5	18.5	25.0	22.5	157.5	19.5	63.0	55.0
SCO4150	NC_003888.3	4566999	4567616	+	618	8.5	18.0	7.0	4.5	19.5	18.5	20.0	1.0	15.0	1.0	27.5	0.0	15.5	94.5	16.5	2.0	1.5	4.0	31.0	1.0	54.5	12.5
SCO4151	NC_003888.3	4567665	4568591	-	927	185.0	667.0	152.0	357.0	536.0	570.0	569.0	109.0	672.0	163.0	329.0	184.0	514.0	731.0	316.0	168.0	128.0	155.0	1083.0	160.0	558.0	231.0
SCO4152	NC_003888.3	4568800	4570635	+	1836	978.0	436.0	206.0	709.0	202.0	302.0	279.0	231.0	231.0	375.0	307.0	235.0	414.0	657.0	401.0	342.0	601.0	427.0	342.0	607.0	315.0	1935.0
SCO4153	NC_003888.3	4570808	4571188	-	381	85.0	351.0	30.0	98.0	461.0	223.0	192.0	42.0	429.0	32.0	236.0	21.0	261.0	103.0	206.0	229.0	54.0	177.0	280.0	31.0	276.0	106.0
SCO4154	NC_003888.3	4571295	4571693	+	399	16.0	21.0	0.0	7.0	10.0	11.0	18.0	0.0	19.0	2.0	24.0	7.0	16.0	29.0	15.0	5.0	5.0	9.0	32.0	2.0	6.0	29.0
SCO4155	NC_003888.3	4571674	4573116	-	1443	94.0	200.5	19.0	51.0	210.0	194.5	160.0	15.0	173.5	18.5	77.5	24.0	179.0	278.0	63.0	41.0	25.0	32.0	234.0	27.0	238.0	78.0
SCO4156	NC_003888.3	4573116	4573859	-	744	238.0	282.5	24.0	185.0	317.0	292.5	263.0	34.0	307.5	84.5	191.0	32.0	268.5	228.5	147.0	88.0	47.0	79.0	367.0	40.0	266.5	173.0
SCO4157	NC_003888.3	4573951	4574991	-	1041	442.0	66.0	24.0	276.0	38.0	22.0	52.0	58.0	48.0	186.0	41.5	17.0	37.5	98.5	50.0	65.0	17.0	42.0	90.0	40.0	138.5	299.0
SCO4158	NC_003888.3	4575115	4576134	-	1020	1322.5	710.5	369.5	547.0	624.5	439.5	556.5	153.5	551.0	221.5	305.5	308.0	502.0	481.0	292.5	315.5	268.0	302.5	741.0	392.0	433.0	1541.5
SCO4159	NC_003888.3	4576180	4576980	-	801	938.5	1121.5	663.5	738.0	1086.5	836.5	777.5	213.5	1142.0	320.5	365.5	592.0	990.0	1317.0	232.5	508.5	533.0	481.5	997.0	592.0	855.0	1138.5
SCO4160	NC_003888.3	4577223	4578056	+	834	46.5	138.0	18.5	62.5	158.5	143.5	117.5	12.5	152.5	25.5	78.5	9.0	117.0	215.5	75.5	21.5	24.0	19.0	163.5	29.5	188.5	64.0
SCO4161	NC_003888.3	4578096	4578347	+	252	39.0	357.5	9.0	76.0	375.0	362.5	343.5	25.0	420.5	46.5	43.0	9.0	313.0	208.0	67.0	42.0	9.0	49.0	546.0	5.5	465.0	46.0
SCO4162	NC_003888.3	4578354	4579664	+	1311	296.5	1152.5	119.5	454.5	1096.5	918.0	938.0	195.5	1172.0	238.0	558.5	122.0	1003.0	968.5	478.5	361.5	158.0	318.0	1591.5	189.0	916.5	418.0
SCO4163	NC_003888.3	4579824	4580558	+	735	780.0	276.0	469.0	275.0	336.0	256.0	187.0	135.0	304.0	146.0	227.0	362.0	274.0	315.0	208.0	168.0	511.0	140.0	343.0	493.0	198.0	778.0
SCO4164	NC_003888.3	4580995	4581837	+	843	4980.5	3039.5	306.5	254.0	5431.0	5380.0	5024.5	74.0	3910.0	99.0	665.5	377.5	4955.0	278.5	512.5	862.0	271.0	726.0	7831.5	254.5	2962.0	3949.0
SCO4165	NC_003888.3	4581874	4582158	+	285	1422.5	731.5	95.5	112.0	1291.0	1716.0	1947.5	50.0	866.0	32.0	319.5	92.5	1648.5	131.0	166.0	322.0	78.0	258.0	2753.0	92.5	781.0	1216.0
SCO4166	NC_003888.3	4582226	4582516	+	291	222.0	78.0	63.0	31.0	121.0	73.0	116.0	20.0	111.0	35.0	162.0	53.0	109.5	50.5	145.5	109.0	87.0	63.0	118.5	69.0	65.0	277.0
SCO4167	NC_003888.3	4582551	4583216	-	666	51.0	40.0	23.0	46.0	36.0	21.0	27.0	7.0	32.0	13.0	45.0	31.0	24.0	73.0	32.0	16.0	31.0	16.0	26.0	39.0	57.0	90.0
SCO4168	NC_003888.3	4583238	4584062	+	825	5.5	20.0	4.0	1.0	21.5	25.5	15.0	1.5	21.5	1.5	52.0	8.0	10.5	63.0	28.0	4.0	2.0	10.5	14.0	2.5	64.0	12.5
SCO4169	NC_003888.3	4584106	4584867	+	762	6.5	26.0	12.0	5.0	18.5	14.5	8.0	2.5	22.0	1.5	43.0	5.0	12.5	42.5	27.0	4.0	0.0	5.5	44.0	6.5	29.0	10.5
SCO4170	NC_003888.3	4584935	4585837	+	903	69.0	24.5	9.5	39.0	6.0	8.0	9.0	33.5	13.0	25.5	13.0	4.5	10.0	127.5	22.0	6.5	23.0	15.0	20.0	24.0	10.0	79.0
SCO4171	NC_003888.3	4585837	4586586	+	750	49.5	2.5	7.5	46.0	0.0	3.5	4.0	16.0	6.5	20.0	14.0	6.5	5.0	82.0	26.0	4.5	21.0	2.0	20.5	25.0	1.0	79.5
SCO4172	NC_003888.3	4586586	4587458	+	873	39.5	7.0	9.0	25.0	4.0	8.5	6.0	10.5	2.0	19.5	19.0	7.0	3.0	117.0	31.0	9.0	16.0	11.0	3.5	21.0	14.0	53.5
SCO4173	NC_003888.3	4587484	4587828	-	345	2469.0	25619.5	44.0	4497.0	22223.75	28957.5	26796.5	983.0	22804.0	1730.0	8423.5	39.5	28832.5	8082.0	8836.5	6742.0	308.5	5959.5	41353.5	360.0	20536.5	2388.5
SCO4174	NC_003888.3	4587875	4588123	-	249	2144.0	35041.0	52.0	3246.0	32649.25	44813.5	44421.0	815.0	32972.0	1328.0	10069.5	50.5	42027.0	5965.5	9030.0	6204.5	329.0	4741.0	64362.0	392.0	24720.0	1978.0
SCO4175	NC_003888.3	4588123	4588512	-	390	5817.0	22060.5	48.0	3657.0	18419.0	21987.0	30592.5	2282.0	21418.0	2562.0	8811.0	53.0	24405.5	8394.5	15514.5	6420.5	327.5	8407.5	46738.5	322.0	38697.5	4081.5
SCO4176	NC_003888.3	4588684	4589523	+	840	5105.5	13248.0	415.5	4484.5	9450.5	5859.0	7624.0	1902.5	9335.0	2132.0	7471.0	442.5	7779.0	2643.5	6819.5	7135.5	1958.0	7305.0	11330.0	1423.5	7949.5	4464.0
SCO4177	NC_003888.3	4589532	4589798	+	267	2276.0	3419.0	1928.5	1364.0	2601.5	1592.5	1501.5	711.0	2995.5	896.0	2439.5	1929.0	1879.0	1920.5	2145.0	1464.5	1567.0	1638.0	2365.0	1654.0	2249.5	2263.0
SCO4178	NC_003888.3	4589846	4589941	+	96	1456.0	1646.5	579.0	710.0	1684.5	1065.0	1356.0	340.5	1728.5	752.5	642.25	769.5	1281.0	530.5	613.5	901.5	659.0	858.5	1825.0	680.0	1541.5	1467.5
SCO4179	NC_003888.3	4589970	4590542	+	573	3365.5	2493.0	874.0	2103.0	3489.5	2118.0	1562.0	1102.5	3146.0	1259.5	1403.75	762.0	2217.0	1682.5	1797.5	1204.5	1298.0	1542.0	2312.0	1117.5	1873.5	3517.0
SCO4180	NC_003888.3	4590561	4590995	+	435	1998.5	1658.0	495.0	1128.5	1851.0	1431.0	1227.5	668.5	1956.5	543.0	1898.0	363.0	1421.5	987.5	1534.0	801.0	737.0	1037.0	1964.0	615.5	1094.5	2067.0
SCO4181	NC_003888.3	4591019	4591981	+	963	474.5	3836.5	585.0	786.0	3810.0	2429.5	3098.0	247.0	4250.5	342.0	1958.5	634.0	2252.5	1555.5	1189.5	780.0	567.0	669.5	5131.0	592.5	3040.5	633.5
SCO4182	NC_003888.3	4592014	4592436	-	423	40.5	29.0	16.0	20.0	29.0	41.0	19.0	15.0	32.5	4.0	20.5	8.5	25.5	59.0	20.0	5.0	9.5	6.5	35.5	3.5	27.0	51.0
SCO4183	NC_003888.3	4592462	4593478	-	1017	199.67	120.13	34.08	38.53	124.53	81.43	58.91	19.61	128.35	30.82	106.59	38.21	98.8	134.41	94.56	56.0	67.43	57.23	86.24	68.81	88.38	199.38
SCO4184	NC_003888.3	4593681	4594346	+	666	422.0	1037.0	73.0	417.0	857.0	1131.0	1593.0	94.0	907.0	180.0	307.0	79.0	1016.0	870.0	254.0	269.0	113.0	172.0	1808.0	146.0	849.0	483.0
SCO4185	NC_003888.3	4594466	4595473	+	1008	192.0	1074.0	34.0	288.0	922.0	790.0	1022.0	108.0	902.0	177.0	204.0	49.0	786.0	1147.0	194.0	135.0	65.0	116.0	1584.0	76.0	837.0	216.0
SCO4186	NC_003888.3	4595605	4596858	+	1254	234.0	107.0	234.0	145.0	111.0	73.0	94.0	77.0	83.0	74.0	89.0	194.0	75.0	343.0	89.0	37.0	86.0	70.0	115.0	115.0	122.0	417.0
SCO4187	NC_003888.3	4597043	4597225	-	183	7024.0	7716.0	1621.0	5787.0	8578.0	5401.0	3959.0	3376.0	12147.0	3594.0	53465.0	2309.0	7216.0	13817.0	30231.0	21078.0	6987.0	23306.0	7468.0	7229.0	6865.0	4942.0
SCO4188	NC_003888.3	4597379	4598287	+	909	159.0	306.0	75.0	52.0	351.0	183.0	162.0	22.0	383.0	22.0	277.0	58.0	189.0	119.0	218.0	203.0	62.0	176.0	226.0	81.0	258.0	145.0
SCO4189	NC_003888.3	4598303	4598488	-	186	125.0	725.0	45.0	244.0	849.0	268.0	367.0	71.0	1330.0	122.0	3095.0	36.0	357.0	65.0	1841.0	1127.0	103.0	1623.0	742.0	92.0	951.0	88.0
SCO4190	NC_003888.3	4598629	4599501	+	873	433.0	1102.0	99.5	332.5	1031.0	772.5	638.0	106.0	1150.5	154.5	962.5	89.0	852.5	462.5	633.5	605.5	361.5	674.5	949.5	375.0	775.5	441.0
SCO4191	NC_003888.3	4599453	4600271	+	819	212.5	215.5	72.5	124.0	164.5	122.5	98.0	60.0	194.0	41.5	282.5	77.0	128.0	176.5	209.0	177.0	147.0	156.0	149.5	156.5	159.0	235.0
SCO4192	NC_003888.3	4600336	4601409	+	1074	358.0	169.5	54.0	321.0	78.5	132.0	251.0	135.0	89.5	125.0	135.0	72.5	140.0	343.5	168.5	104.0	130.5	133.5	339.0	131.5	125.5	399.0
SCO4193	NC_003888.3	4601497	4602495	+	999	309.5	127.5	61.0	144.5	97.0	128.5	75.0	73.5	83.0	81.0	89.0	61.5	143.0	121.0	135.5	126.0	93.5	103.0	178.5	87.5	96.0	498.5
SCO4194	NC_003888.3	4602491	4603129	+	639	97.5	152.5	41.5	125.5	142.0	101.0	64.0	43.5	170.5	71.0	102.0	28.0	102.0	184.0	83.5	33.5	21.0	49.5	202.5	28.0	125.0	148.5
SCO4195	NC_003888.3	4603165	4605204	+	2040	19.5	24.0	11.5	5.5	24.0	13.5	13.0	3.0	20.5	2.0	29.0	25.0	20.5	215.5	21.0	6.0	6.5	5.5	21.0	6.5	81.0	32.0
SCO4196	NC_003888.3	4605268	4606479	-	1212	81.0	72.0	21.0	61.0	50.0	26.0	57.0	24.0	60.0	21.0	82.0	35.0	36.0	141.0	60.0	35.0	33.0	28.0	63.0	39.0	90.0	154.0
SCO4197	NC_003888.3	4606581	4607045	+	465	66.0	515.0	59.0	42.0	490.0	274.0	226.0	7.0	523.0	19.0	255.0	46.0	268.0	89.0	187.0	91.0	36.0	72.0	330.0	47.0	346.0	104.0
SCO4198	NC_003888.3	4607362	4607784	+	423	978.5	798.5	1264.5	652.0	1347.5	1038.5	883.0	171.5	1500.5	484.5	910.5	1396.0	1241.0	923.0	603.0	883.0	3004.5	519.0	1272.0	3571.0	772.0	1212.5
SCO4199	NC_003888.3	4607810	4608448	+	639	1789.5	4528.5	2103.5	3045.0	4780.5	4328.5	5715.0	758.5	7069.5	1350.5	3117.5	2487.0	4650.0	5853.0	2400.0	2469.0	6990.5	1609.0	8691.0	6914.0	5432.0	2245.5
SCO4200	NC_003888.3	4608559	4608897	+	339	1077.0	1005.0	314.0	539.0	1644.0	1153.0	701.0	226.0	1661.0	230.0	647.0	392.0	1335.0	654.0	677.0	549.0	486.0	603.0	1270.0	500.0	804.0	1169.0
SCO4201	NC_003888.3	4609041	4610672	-	1632	296.0	600.0	361.0	205.0	1149.0	812.0	343.0	32.0	807.0	84.0	321.0	418.0	712.0	464.0	244.0	361.0	187.0	232.0	738.0	221.0	764.0	357.0
SCO4202	NC_003888.3	4610818	4611975	-	1158	286.0	397.0	60.0	197.0	361.0	331.0	215.0	114.0	316.0	101.0	231.0	56.0	306.0	394.0	351.0	146.0	204.0	184.0	520.0	163.0	331.0	276.0
SCO4203	NC_003888.3	4612176	4612988	-	813	13.0	97.0	3.0	8.0	64.0	72.0	69.0	1.0	95.0	1.0	18.0	4.0	82.0	163.0	33.0	9.0	3.0	8.0	153.0	6.0	111.0	10.0
SCO4204	NC_003888.3	4613136	4614623	+	1488	588.0	125.0	268.5	46.0	168.0	172.5	131.0	25.5	120.0	24.5	87.5	272.0	146.5	260.5	106.0	58.5	162.5	19.5	332.0	156.5	147.5	600.5
SCO4205	NC_003888.3	4614619	4615122	+	504	491.0	226.0	263.5	149.0	306.0	132.5	142.0	162.5	355.0	125.5	290.5	308.0	190.5	192.5	251.0	118.5	197.5	143.5	289.0	176.5	206.5	505.5
SCO4206	NC_003888.3	4615157	4615969	-	813	160.0	116.0	31.0	26.0	150.0	90.0	75.0	7.0	159.0	13.0	57.0	31.0	113.0	96.0	71.0	39.0	21.0	23.0	135.0	15.0	99.0	167.0
SCO4207	NC_003888.3	4616019	4616483	+	465	34.0	24.0	26.0	54.0	17.0	7.0	4.0	21.0	29.0	25.0	26.0	28.0	8.0	42.0	39.0	26.0	16.0	23.0	0.0	15.0	46.0	51.0
SCO4208	NC_003888.3	4616572	4617858	-	1287	65.0	95.0	55.0	66.0	43.0	58.0	58.0	37.0	47.0	31.0	80.0	39.0	57.0	183.0	92.0	36.0	42.0	33.0	106.0	39.0	80.0	67.0
SCO4209	NC_003888.3	4618020	4618778	+	759	2125.0	6110.0	2255.0	2914.0	7839.0	5332.0	4738.0	1159.0	8700.0	1836.0	4238.0	2435.0	5058.0	6535.0	3081.0	1998.0	1659.0	1678.0	8315.0	1711.0	4308.0	2590.0
SCO4210	NC_003888.3	4618884	4619375	-	492	176.0	51.0	103.0	111.0	116.0	106.0	72.0	73.0	115.0	85.0	125.0	135.0	149.0	109.0	118.0	70.0	49.0	79.0	75.0	62.0	38.0	181.0
SCO4211	NC_003888.3	4619435	4620040	-	606	30.0	15.0	8.0	9.0	12.0	28.0	12.0	0.0	19.0	0.0	19.0	5.0	15.0	47.0	18.0	3.0	6.0	10.0	4.0	5.0	27.0	36.0
SCO4212	NC_003888.3	4620305	4620664	+	360	81.5	33.0	56.0	20.0	68.0	47.0	39.0	10.0	60.0	15.0	60.0	49.0	57.0	15.0	79.0	57.0	23.0	70.0	52.0	21.0	72.0	73.0
SCO4213	NC_003888.3	4621091	4622722	+	1632	937.5	416.0	275.0	339.0	452.0	820.0	430.0	138.0	490.0	204.0	419.0	291.0	833.0	472.0	547.0	308.0	571.0	393.0	621.0	548.0	294.0	1308.0
SCO4214	NC_003888.3	4622996	4623433	-	438	20.0	25.0	15.0	1921.0	18.0	18.0	16.0	1160.0	21.0	690.0	887.0	8.0	19.0	2738.0	950.0	482.0	1.0	604.0	45.0	6.0	18.0	59.0
SCO4215	NC_003888.3	4623766	4624521	+	756	212.0	325.0	74.0	205.0	364.0	186.0	143.0	104.0	410.0	70.0	256.0	66.0	265.0	250.0	232.0	135.0	72.0	144.0	248.0	94.0	281.0	255.0
SCO4216	NC_003888.3	4624590	4624796	-	207	103.0	6.0	142.0	12.0	6.0	7.0	13.0	3.0	12.0	6.0	10.0	118.0	4.0	6.0	8.0	5.0	14.0	0.0	5.0	19.0	0.0	151.0
SCO4217	NC_003888.3	4624935	4625816	-	882	205.0	166.0	63.0	82.0	218.0	172.0	141.0	75.0	228.0	61.0	145.0	74.0	204.0	133.0	156.0	59.0	48.0	77.0	238.0	46.0	117.0	242.0
SCO4218	NC_003888.3	4625975	4626163	+	189	1759.0	796.0	111.0	268.0	738.0	531.0	388.0	118.0	904.0	213.0	779.0	88.0	573.0	316.0	853.0	348.0	143.0	543.0	663.0	124.0	483.0	1528.0
SCO4219	NC_003888.3	4626394	4627155	+	762	1123.0	949.0	69.0	227.0	1061.0	780.0	558.0	95.0	1131.0	144.0	1012.0	52.0	837.0	322.0	1304.0	396.0	67.0	594.0	735.0	67.0	636.0	1054.0
SCO4220	NC_003888.3	4627351	4627767	-	417	157.0	91.5	62.5	126.0	96.0	103.0	85.0	57.5	117.0	85.0	91.0	60.0	104.0	110.5	86.0	68.0	30.0	103.5	188.0	32.0	70.5	249.0
SCO4221	NC_003888.3	4627835	4628248	-	414	66.0	72.5	73.5	72.0	69.0	83.0	67.0	50.5	73.0	52.0	54.0	77.0	66.0	39.5	53.0	45.0	25.0	50.5	109.0	27.0	90.5	174.0
SCO4222	NC_003888.3	4628357	4628734	+	378	179.0	185.0	506.0	42.0	168.0	211.0	159.0	20.0	196.0	34.0	173.0	395.0	219.0	43.0	155.0	124.0	49.0	150.0	262.0	52.0	122.0	210.0
SCO4223	NC_003888.3	4628768	4629652	-	885	84.5	263.0	219.0	122.0	229.0	199.0	173.0	35.5	266.0	36.0	172.0	180.0	234.0	328.5	148.5	96.5	140.5	62.5	347.0	183.5	171.0	186.5
SCO4224	NC_003888.3	4629727	4630989	-	1263	244.0	403.0	581.5	1217.0	584.5	481.0	336.0	470.0	588.0	513.0	637.5	576.5	399.5	3045.5	689.0	134.0	1103.5	169.0	476.5	1197.5	355.0	364.0
SCO4225	NC_003888.3	4631076	4631465	-	390	1609.0	647.0	2134.5	3261.0	737.5	684.0	292.0	1782.5	859.0	1707.0	1646.5	1847.5	654.5	4680.0	2185.5	350.5	3166.0	655.5	471.5	4247.0	327.0	1668.5
SCO4226	NC_003888.3	4631604	4631849	-	246	2218.5	144.0	358.0	922.0	113.0	80.0	60.0	223.0	143.0	500.0	147.0	354.0	100.0	1687.0	188.0	87.0	445.0	103.0	101.0	413.0	82.0	2461.5
SCO4227	NC_003888.3	4631980	4632216	-	237	8110.0	479.0	1112.0	2873.0	449.0	346.5	249.0	3402.0	475.0	3148.0	638.0	1708.5	330.5	2561.0	708.0	412.0	1957.0	448.0	339.0	1737.0	235.5	8996.5
SCO4228	NC_003888.3	4632298	4632984	-	687	1547.0	241.0	133.0	301.0	323.0	224.5	305.0	115.0	384.0	115.0	243.0	120.5	236.5	342.0	224.0	127.0	67.0	177.0	397.0	59.0	286.5	1984.0
SCO4229	NC_003888.3	4633199	4634476	+	1278	1513.0	793.0	184.0	365.0	1007.5	668.5	493.5	123.0	992.5	116.0	290.0	170.0	606.5	904.0	260.5	162.0	135.0	133.0	747.0	198.5	635.5	1808.5
SCO4230	NC_003888.3	4634485	4635153	+	669	1761.0	426.0	199.0	410.0	745.5	436.5	266.5	196.0	648.5	178.0	413.0	152.0	382.5	802.0	382.5	188.0	153.0	177.0	574.0	231.5	347.5	1992.5
SCO4231	NC_003888.3	4635320	4636042	-	723	397.0	1337.0	1094.0	1727.0	3253.0	2760.0	1931.0	880.0	2754.0	1088.0	882.0	1206.0	2422.0	4086.0	803.0	470.0	891.0	527.0	3192.0	1047.0	2072.0	504.0
SCO4232	NC_003888.3	4636744	4637223	+	480	22687.0	35436.0	10352.0	14551.0	35618.0	17175.0	17180.0	3954.0	39548.0	7605.0	42028.0	9867.0	19900.0	12295.0	30128.0	34570.0	7796.0	32760.0	26480.0	6489.0	30705.0	22880.0
SCO4233	NC_003888.3	4637542	4638351	+	810	608.5	1146.0	124.0	418.5	916.5	668.5	840.0	164.0	973.0	224.5	444.0	140.0	690.5	952.5	429.5	351.0	139.5	356.0	1362.0	149.5	995.0	681.0
SCO4234	NC_003888.3	4638344	4638853	+	510	93.0	122.0	61.0	100.5	212.5	127.5	133.0	55.0	152.0	36.5	99.0	88.0	142.5	113.0	82.5	103.0	105.0	76.0	183.0	90.5	128.0	168.0
SCO4235	NC_003888.3	4638881	4640719	+	1839	1477.5	1945.0	650.0	862.0	2481.0	1856.0	1492.0	385.0	2539.0	443.0	1766.0	584.0	1858.0	1197.5	1467.0	839.0	767.5	924.0	2544.0	784.0	1475.0	1729.0
SCO4236	NC_003888.3	4640855	4641796	+	942	466.0	1212.0	118.0	475.0	1661.0	1400.0	1377.0	196.0	1339.0	215.0	501.0	125.0	1582.0	909.0	472.0	371.0	232.0	322.0	2265.0	232.0	1127.0	588.0
SCO4237	NC_003888.3	4641923	4643635	+	1713	1135.0	2057.0	148.0	937.0	1382.0	860.0	1354.0	331.0	1461.0	688.0	1180.0	180.0	1085.0	2676.0	986.0	1143.0	485.0	735.0	1657.0	584.0	1590.0	1157.0
SCO4238	NC_003888.3	4643730	4644464	-	735	1544.5	633.0	243.0	1309.0	762.0	615.0	511.5	448.0	706.0	436.5	798.5	247.0	653.5	3395.5	754.0	272.5	868.0	246.5	935.5	1243.5	465.5	1728.0
SCO4239	NC_003888.3	4644509	4644952	-	444	984.5	456.0	26.0	1226.0	407.0	457.0	678.5	319.0	384.0	558.5	141.5	36.0	456.5	1981.5	281.0	158.5	372.0	112.5	873.5	443.5	336.5	1009.0
SCO4240	NC_003888.3	4645178	4646311	-	1134	4239.0	2804.0	1885.0	4004.0	3515.0	4433.0	2086.0	1408.0	3393.0	1916.0	2876.0	1577.0	4089.0	4504.0	3223.0	2323.0	4080.0	2023.0	3616.0	4234.0	1920.0	6069.0
SCO4241	NC_003888.3	4646674	4648308	-	1635	132.0	20.0	17.0	6.0	35.0	27.0	29.0	0.0	40.0	4.0	51.0	15.0	35.0	171.0	69.0	7.0	6.0	7.0	98.0	11.0	90.0	144.0
